Epoch,total_loss,adversarial_loss,mse_loss,ce_loss,generator_loss,discriminator_loss
1,6.546540822519366,2.076092906048536,0.44360972708448426,4.02683818492743,2.519702629817416,0.4363207096029121
2,6.810181130533633,2.405397362835572,0.47423062730780646,3.93055314389641,2.8796279851128075,0.3454295896050875
3,6.562782594310049,2.329625270555696,0.4181290361125146,3.8150282906144475,2.747754305067575,0.33001732132623873
4,6.552918753050782,2.329301132151233,0.4565611595616621,3.7670564636245105,2.7858622888165057,0.3420592077705256
5,6.474714664547035,2.3383095398583373,0.44794199324172473,3.688463137582745,2.7862515327570687,0.32799353052283187
6,6.396716723966477,2.3319278996618813,0.4153729735509209,3.649415862529784,2.7473008652477313,0.3270174273292122
7,6.228753668572897,2.319942545098112,0.36304062078980837,3.545770521359066,2.6829831568176483,0.3260458321370127
8,6.11393640840145,2.309949737985421,0.3619238385916366,3.442062845010587,2.671873566134811,0.3260500630759217
9,6.016038908982826,2.308945279444575,0.34552945318581807,3.3615641996378787,2.6544747216164915,0.32685964552642743
10,6.231592968906588,2.258259863623649,0.45111747779657163,3.5222156310020507,2.709377341410693,0.36867511173343415
11,6.046979493802161,2.311834014285251,0.35761944370349047,3.377526044235815,2.6694534477370473,0.3263479549714062
12,5.978686715026036,2.30788625704358,0.36403435003726986,3.3067661118324456,2.6719205989252273,0.3263543321348517
13,5.824976196069547,2.3103112884799537,0.3281636525831564,3.186501272803987,2.638474934851117,0.32614054536575554
14,5.68025607831033,2.232089223383028,0.344052354202551,3.104114511738653,2.576141572364456,0.3564375930887354
15,5.969066065595583,2.3094085162253024,0.4097933560381155,3.2498641943992554,2.7192018654035484,0.32681389484564055
16,5.792906850195297,2.304502693131147,0.4010902512485109,3.0873139169819823,2.7055929358048205,0.32605212843021775
17,5.629438505758105,2.3131295617888954,0.36331167496988537,2.952997275020765,2.676441228908041,0.32613175665326133
18,5.521710317762916,2.305772924972007,0.3696812829931679,2.8462561189061235,2.6754542006860915,0.3253948208316208
19,5.3610761324158105,2.3036837830872794,0.34993238461292003,2.7074599677644424,2.6536161619074203,0.32606722692699386
20,5.339626918363449,2.269474737022234,0.3614634679787604,2.708688729254486,2.630938197950573,0.34520224323662957
21,5.507115193340175,2.3180911030305924,0.4109347404726326,2.7780893629469223,2.7290258325274337,0.3264054593527713
22,5.282429860985798,2.305125111661604,0.3748927694909713,2.602411986311988,2.6800178740640432,0.32597993379053863
23,5.082720901045348,2.3080693632745377,0.3561063435909998,2.4185452055748162,2.664175699129129,0.3255843616964872
24,4.915624841094932,2.3085323046235477,0.33269478750350834,2.2743977541508884,2.6412270877062514,0.32585271895694
25,4.770557082217673,2.30623466127059,0.3212224758037216,2.1430999606161776,2.627457127546715,0.3255495670658853
26,4.643867906097256,2.3072383367192106,0.31758770621036325,2.019041874067253,2.6248260385849895,0.32553754651637945
27,4.5070976482327945,2.282740625883917,0.31768482386151237,1.9066722034798254,2.6004254468109296,0.33474783321170853
28,4.890078992794846,2.2532195721364694,0.3978608574937372,2.238998566289692,2.651080422313012,0.34883832558036765
29,4.788387457123193,2.3068557645353818,0.41194553677078405,2.0695861693843245,2.7188012913974653,0.32608414405142255
30,4.677377408117894,2.3062870100026243,0.4031048906809839,1.9679855184481883,2.7093918911941217,0.32587782127777937
31,4.519187966880896,2.3083356100579966,0.3846033191132119,1.826249046246414,2.692938920329599,0.3255357233154804
32,4.3638908637454135,2.3054876425077238,0.35266905767685924,1.7057341818919267,2.658156690390214,0.3255672810784996
33,4.224190542764981,2.306084808486197,0.33720451002688057,1.5809012334365065,2.6432893099382406,0.32571909372763863
34,4.1233878830814605,2.3059652836426445,0.33048733344773196,1.4869352807779141,2.6364526114500393,0.32548703882090574
35,4.042273550082351,2.3065114134108016,0.32360777167408056,1.4121543694944942,2.630119178301233,0.32548554100648824
36,3.9647201866749913,2.306033359769055,0.32260240176144767,1.3360844284982023,2.628635758634114,0.32587503510362964
37,3.896798959778398,2.305227009536665,0.3219007836354663,1.269671171979831,2.627127787341242,0.32598160051018993
38,3.844406135856648,2.3073059250326717,0.3225861378490468,1.2145140776243966,2.629892059299342,0.32574131978137416
39,3.795824920429903,2.305064571178173,0.3221971711234363,1.1685631863601373,2.627261734374649,0.32628073343230635
40,3.7414075672778937,2.3081184451842245,0.3207825129599218,1.1125066202619802,2.6289009505220693,0.3256342705253445
41,3.6914358209161198,2.303735343391633,0.32174212315960615,1.065958354707874,2.625477465217376,0.3259900504213465
42,3.641023056281497,2.305185262199558,0.3202152643972041,1.0156225348677477,2.6254005203466586,0.3260025629759445
43,3.6000678606350403,2.306216502433543,0.31783733850397416,0.9760140302541006,2.624053834649303,0.32569035392283174
44,3.480891287631696,2.1483481468494667,0.32039757221556076,1.0121455752788602,2.468745714067803,0.37592747296823564
45,4.312289231268646,2.3235814414365823,0.41390021621723616,1.5748075734623863,2.737481652318364,0.32918796941752326
46,4.092332898198491,2.3043143447402796,0.41167344278691675,1.3763451243910338,2.7159877742647818,0.32700959579718997
47,3.926120922998394,2.3124816721052768,0.38405015043285495,1.2295891105214043,2.6965318125532107,0.3273431705239484
48,3.8136218810630274,2.307807086373839,0.3776309969251418,1.128183808777948,2.6854380759436762,0.32613744028388997
49,3.758125140538911,2.3048029173060756,0.37913327505978783,1.0741889673425717,2.6839361773122605,0.32570671021481
50,3.719143887310077,2.3127295147732396,0.378036569641984,1.0283778130703265,2.6907660762977113,0.3249303700826357
51,3.6843041580961184,2.3097193476641573,0.3723441170685736,1.0022407019382242,2.682063455471907,0.3273279294181053
